"title","cbo","average_salary","workers","soc_title","oes","oes_top","exposed_to_disease_or_infections","physical_proximity","contact_with_others","score","group","group_color"
"Mestre fluvial","341215","4041.80","709","Captains, Mates, and Pilots of Water Vessels","535021","53","10","69","82","53.666666666666664","Transportes","#f7b78f"
"Mestre serralheiro","720155","2680.86","1023","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Metalizador (banho quente)","723225","2332.19","1094","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","514193","51","3","59","73","45","Indústria","#314b6b"
"Metalizador a pistola","723220","2224.77","1696","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","514193","51","3","59","73","45","Indústria","#314b6b"
"Meteorologista","213315","10889.52","275","Atmospheric and Space Scientists","192021","19","1","46","69","38.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Metrologista","352305","4488.31","3286","Compliance Officers","131041","13","1","41","70","37.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Microfonista","374140","1719.65","31","Broadcast Technicians","274012","27","3","51","80","44.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Mineiro","711130","2583.26","9644","Continuous Mining Machine Operators","475041","47","6","59","86","50.333333333333336","Construção e Extração","#8a8a8a"
"Minhocultor","613415","2309.12","1","Farmers, Ranchers, and Other Agricultural Managers","119013","11","4","51","77","44","Negócios, Finanças e Gestão","#343deb"
"Ministro de culto religioso","263105","4190.62","2539","Clergy","212011","21","40","55","95","63.333333333333336","Jurídico e Serviço Social","#4acc3b"
"Missionário","263110","3007.22","469","Clergy","212011","21","40","55","95","63.333333333333336","Jurídico e Serviço Social","#4acc3b"
"Misturador de café","841605","1317.78","310","Food Batchmakers","513092","51","4","56","76","45.333333333333336","Indústria","#314b6b"
"Misturador de chá ou mate","841630","1594.57","496","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","513091","51","6","35","74","38.333333333333336","Indústria","#314b6b"
"Moço de convés (marítimo e fluviário)","782715","4582.58","6090","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Moço de máquinas (marítimo e fluviário)","782720","3196.28","1147","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Modelador de madeira","771110","2052.05","2187","Patternmakers, Wood","517032","51","0","56","66","40.666666666666664","Indústria","#314b6b"
"Modelador de metais (fundição)","721115","3016.71","2025","Pourers and Casters, Metal","514052","51","7","57","47","37","Indústria","#314b6b"
"Modelista de calçados","318815","3845.22","1794","Fashion Designers","271022","27","0","48","94","47.333333333333336","Artes, Entretenimento e Mídia","#9e8b75"
"Modelista de roupas","318810","2959.55","6305","Fashion Designers","271022","27","0","48","94","47.333333333333336","Artes, Entretenimento e Mídia","#9e8b75"
"Modelo artístico","376405","3087.83","22","Models","419012","41","1","64","79","48","Comércio","#abf051"
"Modelo de modas","376410","1753.23","184","Models","419012","41","1","64","79","48","Comércio","#abf051"
"Modelo publicitário","376415","1633.87","44","Models","419012","41","1","64","79","48","Comércio","#abf051"
"Moedor de café","841615","1466.69","78","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","519021","51","1","35","78","38","Indústria","#314b6b"
"Moedor de sal","841205","1657.87","201","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","519021","51","1","35","78","38","Indústria","#314b6b"
"Moldador (vidros)","752110","1867.24","660","Molders, Shapers, and Casters, Except Metal and Plastic","519195","51","1","45","49","31.666666666666668","Indústria","#314b6b"
"Moldador de abrasivos na fabricação de cerâmica, vidro e porcelana","823230","1854.31","182","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","519041","51","17","66","76","53","Indústria","#314b6b"
"Moldador de borracha por compressão","811750","1958.01","6105","Molders, Shapers, and Casters, Except Metal and Plastic","519195","51","1","45","49","31.666666666666668","Indústria","#314b6b"
"Moldador de corpos de prova em usinas de concreto","715310","1700.84","389","Cement Masons and Concrete Finishers","472051","47","5","86","74","55","Construção e Extração","#8a8a8a"
"Moldador de plástico por compressão","811760","2050.99","6865","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","514021","51","12","51","61","41.333333333333336","Indústria","#314b6b"
"Moldador de plástico por injeção","811770","1853.59","39261","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","514021","51","12","51","61","41.333333333333336","Indústria","#314b6b"
"Moldador, a  mão","722315","2050.69","3233","Foundry Mold and Coremakers","514071","51","8","69","69","48.666666666666664","Indústria","#314b6b"
"Moldador, a  máquina","722320","2360.08","3792","Foundry Mold and Coremakers","514071","51","8","69","69","48.666666666666664","Indústria","#314b6b"
"Moleiro (tratamentos químicos e afins)","811105","1886.76","1034","Chemical Equipment Operators and Tenders","519011","51","15","51","79","48.333333333333336","Indústria","#314b6b"
"Moleiro de cereais (exceto arroz)","841105","2042.96","1279","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","519021","51","1","35","78","38","Indústria","#314b6b"
"Moleiro de especiarias","841110","1710.17","744","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","519021","51","1","35","78","38","Indústria","#314b6b"
"Moleiro de minérios","712105","1819.78","1347","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","514035","51","1","53","63","39","Indústria","#314b6b"
"Monitor de dependente químico","515315","1594.74","1698","Mental Health and Substance Abuse Social Workers","211023","21","39","50","94","61","Jurídico e Serviço Social","#4acc3b"
"Monitor de ressocialização prisional","515330","1911.66","1700","Probation Officers and Correctional Treatment Specialists","211092","21","52","57","97","68.66666666666667","Jurídico e Serviço Social","#4acc3b"
"Monitor de sistemas eletrônicos de segurança externo","951320","1868.44","3204","Protective Service Workers, All Other","339099","33","12","73","94","59.666666666666664","Serviços","#d051f0"
"Monitor de sistemas eletrônicos de segurança interno","951315","1675.85","6562","Security Guards","339032","33","16","68","86","56.666666666666664","Serviços","#d051f0"
"Monitor de teleatendimento","422215","1595.44","14893","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Monitor de transporte escolar","334115","1050.96","11794","Bus Drivers, School or Special Client","533022","53","67","84","90","80.33333333333333","Transportes","#f7b78f"
"Monotipista","768615","1666.05","63","Prepress Technicians and Workers","515111","51","0","56","78","44.666666666666664","Indústria","#314b6b"
"Montador de andaimes (edificações)","715545","2251.82","24202","Carpenters","472031","47","5","79","84","56","Construção e Extração","#8a8a8a"
"Montador de artefatos de couro (exceto roupas e calçados)","765315","1500.37","1346","Production Workers, All Other","519199","51","23","58","76","52.333333333333336","Indústria","#314b6b"
"Montador de bicicletas","919315","1346.30","1505","Production Workers, All Other","519199","51","23","58","76","52.333333333333336","Indústria","#314b6b"
"Montador de calçados","764210","1333.54","9875","Shoe Machine Operators and Tenders","516042","51","1","61","50","37.333333333333336","Indústria","#314b6b"
"Montador de equipamento de levantamento","725305","2049.17","1070","Engine and Other Machine Assemblers","512031","51","0","69","79","49.333333333333336","Indústria","#314b6b"
"Montador de equipamentos elétricos","731135","1878.69","17575","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos elétricos (aparelhos eletrodomésticos)","731120","2246.17","7388","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos elétricos (centrais elétricas)","731125","2507.70","6348","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos elétricos (elevadores e equipamentos similares)","731155","2069.46","2123","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos elétricos (instrumentos de medição)","731115","1921.86","2087","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos elétricos (motores e dínamos)","731130","2099.86","1525","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos elétricos (transformadores)","731160","2114.51","3909","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos eletrônicos","731150","1640.37","14058","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos eletrônicos (aparelhos médicos)","731105","1915.71","1424","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos eletrônicos (computadores e equipamentos auxiliares)","731110","1761.86","7864","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos eletrônicos (estação de rádio, tv e equipamentos de radar)","731205","1717.96","4092","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos eletrônicos (instalações de sinalização)","731140","2204.74","700","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de equipamentos eletrônicos (máquinas industriais)","731145","2293.37","1713","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de estruturas de aeronaves","725605","4609.45","1667","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","512011","51","9","60","74","47.666666666666664","Indústria","#314b6b"
"Montador de estruturas metálicas","724205","2019.12","50640","Structural Iron and Steel Workers","472221","47","10","87","85","60.666666666666664","Construção e Extração","#8a8a8a"
"Montador de estruturas metálicas de embarcações","724210","2339.19","2814","Structural Metal Fabricators and Fitters","512041","51","6","60","80","48.666666666666664","Indústria","#314b6b"
"Montador de filmes","374420","1787.06","5059","Film and Video Editors","274032","27","2","49","81","44","Artes, Entretenimento e Mídia","#9e8b75"
"Montador de fotolito (analógico e digital)","766125","2138.66","2784","Prepress Technicians and Workers","515111","51","0","56","78","44.666666666666664","Indústria","#314b6b"
"Montador de instrumentos de óptica","741110","1889.13","2798","Ophthalmic Laboratory Technicians","519083","51","29","63","60","50.666666666666664","Indústria","#314b6b"
"Montador de instrumentos de precisão","741115","1969.85","1397","Camera and Photographic Equipment Repairers","499061","49","0","38","61","33","Serviços","#d051f0"
"Montador de máquinas","725205","2660.43","31514","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Montador de máquinas agrícolas","725310","2473.11","5227","Engine and Other Machine Assemblers","512031","51","0","69","79","49.333333333333336","Indústria","#314b6b"
